,Class,Comment,FNODE_,IsCentroid,Linestring,TNODE_,cross,endChainag,fix_id,geometry,id,length,length_1,mode,name,networkGrp,osm_id,osmid,penalty,road,roadId,startChain,type,width,FromTo,m1_01,m1_02,m2_01,m2_02,m3_01,m3_02,m4_01,m4_02,m5_01,m6_01,m7_01,m7_02,m7_03,m8_01,m8_02,m8_03,m9_01,m10,avrgLane,truckAadt
36,,,6172,0,,17728,0,42.054,,"LINESTRING (90.7013056 24.2497219, 90.70886109999999 24.2521111, 90.71774930000001 24.2562778, 90.725916 24.2606944, 90.7288327 24.2621111, 90.7340552 24.2651111, 90.74377740000001 24.2658611, 90.7477774 24.2643611, 90.7531944 24.26325, 90.7618889 24.26375, 90.7627778 24.2638056, 90.7697771 24.2587222, 90.7782216 24.2545833, 90.7799438 24.2540278, 90.78772190000001 24.2513333, 90.7881941 24.2513333, 90.79672190000001 24.2523333)",5615,10.883,,road,,0,,16383,0,R211,5503,42.054,0,,617217728,1.00062647,1.001004016,1.001165644,0.001457066,0.028769841,1.002502726,0,0.021465581,28,1.000976451,0.002036825,196836.9932,251951.0174,464,0.032969707,185.6,0,0,2.5,464
37,,,6172,0,,6129,0,27.261,,"LINESTRING (90.7015833 24.1172493, 90.7011389 24.1205271, 90.7012222 24.1258604, 90.7012222 24.1259716, 90.70200000000001 24.1303604, 90.70205559999999 24.134833, 90.70272220000001 24.1387497, 90.70272220000001 24.1388052, 90.70272220000001 24.1389163, 90.70322220000001 24.1414997, 90.70358330000001 24.1436663, 90.70486109999999 24.1469719, 90.7069444 24.1495552, 90.7085556 24.15125, 90.71475 24.1583611, 90.71552779999999 24.1592778, 90.7173604 24.1614444, 90.7182771 24.1631667, 90.7182771 24.1631944, 90.71891600000001 24.1641389, 90.72074930000001 24.1654444, 90.7253604 24.1729438, 90.72780490000001 24.1804993, 90.72805490000002 24.1816938, 90.72847159999999 24.1833049, 90.73087655741573 24.19016090952929, 90.7308882 24.1901941, 90.7294438 24.1913886, 90.72697159999999 24.1947219, 90.72552709999999 24.197333, 90.72422159999999 24.20025, 90.72327709999999 24.2060556, 90.7182493 24.2138056, 90.71302779999999 24.2214438, 90.7084167 24.227666, 90.70747220000001 24.2288049, 90.7008333 24.2353886, 90.69909146438849 24.23994162769784, 90.69888859999999 24.2404719, 90.6994997 24.2419441, 90.69952740000001 24.2419719, 90.70108329999999 24.2443052, 90.70138890000001 24.2481941, 90.70138890000001 24.2484997, 90.7013056 24.2497219)",50031,17.094,,road,,0,,16371,0,R211,5492,27.261,0,,61296172,1.000579256,1.001004016,1.000041835,6.86E-05,0.010912698,1.000227246,0,0.008142117,44,1.000033714,4.30E-05,8267.872469,8649.299714,545,0.004417042,218,0,0.007592333,2.5,545
38,,,6172,0,,22647,0,26.184,,"LINESTRING (90.56802522693829 24.11969473653086, 90.568916 24.120416, 90.56938819999999 24.1256382, 90.57294379999999 24.1311382, 90.5731104 24.1314438, 90.5743882 24.1334441, 90.5786938 24.1409441, 90.5811104 24.1434441, 90.58127709999999 24.1434997, 90.58311040000001 24.1468608, 90.58336079999999 24.1476663, 90.58344409999999 24.1481663, 90.58355520000001 24.1482497, 90.58538859999999 24.1570278, 90.58947190000001 24.1650556, 90.5918052 24.168666, 90.59188859999999 24.1688882, 90.59377740000001 24.1729993, 90.5976108 24.1786382, 90.5993886 24.1802493, 90.6027222 24.1857774, 90.6028056 24.1860552, 90.60386109999999 24.1881108, 90.6070278 24.1967774, 90.60625 24.1992774, 90.6083333 24.1994441, 90.61072220000001 24.2050556, 90.61213890000001 24.2075833, 90.61227779999999 24.20775, 90.61441670000001 24.2120833, 90.61458329999999 24.2123056, 90.61505560000001 24.213, 90.61738819999999 24.2199716, 90.6176104 24.2203327, 90.6182493 24.2215271, 90.6194993 24.2302493, 90.62036040000001 24.231166, 90.62641600000001 24.2366663, 90.6300827 24.2389997, 90.63338859999999 24.2426941, 90.633583 24.2428608, 90.6336941 24.2429719, 90.6378886 24.2492774, 90.638083 24.2500556, 90.6388608 24.2518611, 90.64081619413844 24.25772737627573, 90.6409441 24.2581111, 90.6464163 24.2588333, 90.6471663 24.2582222, 90.65128555977196 24.25833129930406, 90.65136109999999 24.2583333, 90.6562222 24.2588333, 90.65332716645308 24.26042277559492, 90.6519722 24.2611667, 90.65531205321936 24.26180286251797, 90.65722220000001 24.2621667, 90.65794440000001 24.2611667, 90.661 24.2596389, 90.6656667 24.2573889, 90.66613890000001 24.25675, 90.6728882 24.2540278, 90.67736040000001 24.2529444, 90.68049930000001 24.2520278, 90.68330490000001 24.2511667, 90.68386080000001 24.2508333, 90.68736080000001 24.2503889, 90.6912497 24.2497497, 90.69449969999999 24.2494163, 90.7013056 24.2497219)",11647,24.63458014,,road,,0,,32916,0,R312,11506,26.184,0,,617222647,1,1,1.000538209,0.000696341,0.017857143,1.001328063,0,0.013323464,52,1.000464872,0.000937225,90255.14106,114655.7203,763,0.028552665,305.2,0,0,2.5,763
39,,,22557,0,,4762,0,5.77,,"LINESTRING (89.23318271921183 24.00077034679803, 89.2326382 24.00225, 89.2332771 24.0039167, 89.23477740000001 24.0050278, 89.23816629999999 24.0075556, 89.23727740000001 24.0083333, 89.23736237647059 24.00880062941177, 89.238171909062 24.01098930826709, 89.2383608 24.0115, 89.2383608 24.0117778, 89.2379997 24.0123056, 89.23505520000001 24.0150833, 89.2346941 24.0168604, 89.2351386 24.0186382, 89.2329438 24.0218604, 89.2310827 24.0246382, 89.23099930000001 24.0247216, 89.227666 24.0296382, 89.22666600000001 24.0310827, 89.22617359131321 24.0318212497223)",2685,4.333923639,,road,,0,,14975,0,N604,2622,5.77,0,,476222557,1.000709324,1,1.000075473,0.000132931,0.015376984,1.000564864,0,0.016284234,40,1.000081739,8.88E-05,10633.42339,12344.11582,757,0.004936248,252.3333333,0,0,3,757
40,,,22557,0,,4746,0,46.269,,"LINESTRING (89.2586111 24.0075, 89.2573333 24.0090833, 89.25272220000001 24.0170271, 89.24808299999999 24.0239716, 89.2476108 24.0243882, 89.2474163 24.0246104, 89.23849969999999 24.0278049, 89.22897159999999 24.030916, 89.22617359131321 24.0318212497223)",2652,4.510002958,,road,,0,,32795,0,N6,26811,41.957,0,,474622557,1,1,1,1.39E-15,0,1.001119783,0,0.00296077,40,1,0,0,0,1086,0.000989096,434.4,0,0,2.5,1086
41,,,22557,0,,45846,0,7.83,,"LINESTRING (89.22617359131321 24.0318212497223, 89.2258882 24.0322493)",49923,0.110076361,,road,,0,,32796,0,N604,2622,7.53,0,,2255745846,1.001728704,1.001004016,1,1.39E-15,0,1.002028531,0,0,40,1,0,0,0,757,0,252.3333333,0,0,3,757
42,,,22557,0,,5709,0,46.269,,"LINESTRING (89.22617359131321 24.0318212497223, 89.22613819999999 24.0318327, 89.22222159999998 24.035833, 89.2216104 24.0363052, 89.2186104 24.0392219, 89.21550000000001 24.0424441, 89.2152778 24.0424719, 89.2150556 24.0430552, 89.2097222 24.0486108, 89.2084167 24.0496108, 89.2066667 24.0541667, 89.2068611 24.0582778, 89.2072222 24.0613889, 89.2075833 24.0677493, 89.20786109999999 24.0714438)",27006,5.073997043,,road,,0,,32797,0,N6,26815,50.929,0,,570922557,1.00205923,1.001004016,1.000285946,0.000616554,0.015376984,1.015390537,0,0.019245004,41,1.000362728,0.000418599,42765.93165,56754.61679,1086,0.005925344,434.4,0,0.007281963,2.5,1086
43,,,22563,0,,22570,0,1,,"LINESTRING (89.80944898433179 23.58887201226176, 89.8094167 23.5889163)",49936,0.006085069,,road,,0,,32803,0,N808,3223,0,0,,2256322570,1.002029398,1.003018109,1,1.39E-15,0,0.999933433,0,0,31,1,0,0,0,1658,0,602.9090909,0,0,2.75,1658
44,,,22563,0,,21572,0,31.078,,"LINESTRING (89.80944898433179 23.58887201226176, 89.80927779999999 23.5887497, 89.80869440000001 23.5884997)",2909,1.018461958,,road,,0,,32804,0,N804,2836,31.078,0,,2157222563,1.007178212,1.011156187,1.001751559,0.002991964,0.032738095,1.002186907,0,0.043671355,31,1.000579862,0.001190099,53707.25266,118657.4044,201,0.016592291,69.91304348,0,0,2.875,201
45,,,22563,0,,4989,0,30.078,,"LINESTRING (89.82730490000002 23.5998886, 89.824916 23.5987774, 89.82161040000001 23.5967497, 89.82127709999999 23.5964719, 89.81744379999999 23.5934441, 89.8094722 23.5888886, 89.80944898433179 23.58887201226176)",2908,1.284538042,,road,,0,,15191,0,N804,999990,30.078,0,,498922563,1.002051472,1.003018109,1.000517108,0.000866691,0.02281746,1.000382179,0,0.027387121,31,1.000209322,0.000377215,30044.9385,43929.64947,201,0.015428851,69.91304348,0,0,2.875,201
46,,,22563,0,,4983,0,4.738,,"LINESTRING (89.80944898433179 23.58887201226176, 89.81472220000001 23.5816382, 89.8203604 23.5774993, 89.82238819999999 23.5759438, 89.8274716 23.5719716, 89.8297771 23.5701104, 89.83649969999999 23.568166, 89.8386663 23.5685271, 89.8458608 23.5689993, 89.848333 23.5684993, 89.8513889 23.5677771)",3319,5.293914931,,road,,0,,15551,0,N808,3231,4.738,0,,498322563,1.000006659,1,1.000011185,1.24E-05,0.009920635,1.000026248,0,0.016284234,33,1.000001525,2.61E-06,201.3595823,297.2455546,1658,0.00116344,602.9090909,0,0,2.75,1658
47,1,,2085,0,79,1264,1,,3,"LINESTRING (90.61411717770646 23.60564476247184, 90.59760369999999 23.6003167, 90.59264760000001 23.596328, 90.58921417421711 23.59346769674488, 90.58243800004219 23.57256028107882)",2103,5.901282194,,water,Meghna,0,0,12165,0,,,,river,0,12642085,1.001372455,1.00201005,1.002561528,0.001919418,0.10515873,1.006803699,0,0.099925981,75,1.00069283,0.000970562,17448.63183,78174.94867,0,0.033689886,0,0,0,0,0
48,,,2085,0,,1896,1,37.607,,"LINESTRING (90.61411717770646 23.60564476247184, 90.6159722 23.6018611, 90.6165556 23.6009444, 90.62466600000001 23.5959997, 90.6246938 23.5959441, 90.62933270000001 23.5917497, 90.6313882 23.5896108, 90.63694409999999 23.5837497, 90.6378886 23.5828327, 90.63813859999999 23.5825827, 90.6419719 23.577916, 90.6421108 23.5776104, 90.64369410000001 23.5745271, 90.6451108 23.572166, 90.6453052 23.5718327, 90.6481663 23.5666111, 90.6501944 23.5639167, 90.65047220000001 23.5636944, 90.65422220000001 23.5604167, 90.6545 23.5602222, 90.6548056 23.5599722, 90.6559444 23.5590278, 90.6588611 23.5564444, 90.6591389 23.5562222, 90.66197220000001 23.5538056, 90.66366670000001 23.5523333, 90.66783270000001 23.5487497, 90.6694438 23.5474163, 90.6699993 23.5469441, 90.6731104 23.5442219, 90.67494379999999 23.542583, 90.681916 23.5362497, 90.6821382 23.536083, 90.68236040000001 23.5358608, 90.6843052 23.5341386, 90.688833 23.5301938, 90.69522190000001 23.529916, 90.6984997 23.5301382, 90.70827779999999 23.5307493, 90.70902779999999 23.5307771, 90.70925443515358 23.53079896802178)",43883,43.65792913,,road,,0,,29055,15,N1,999990,37.607,0,,18962085,1,1,1,1.39E-15,0,1,0,0.003330866,75,1,0,0,0,6515,0,1042.4,0,0,6.25,6515
49,1,,2085,0,79,1269,1,,7,"LINESTRING (90.64906651807721 23.66115679525892, 90.63975597472459 23.65591665457871, 90.62744330440501 23.6184805751249, 90.6267862 23.6138441, 90.6219797 23.6081816, 90.61411717770646 23.60564476247184)",1431,8.247571301,,water,Meghna,0,0,12159,0,,,,river,0,12692085,1.00121219,1.00201005,1.003420344,0.002225486,0.111111111,1.000940247,0,0.118800888,89,1.001620339,0.004102912,62121.17068,189633.4853,0,0.067937038,0,0,0,0,0
50,,,2085,0,,10126,1,21.993,,"LINESTRING (90.546583 23.6904163, 90.5504167 23.6865274, 90.55127779999999 23.6854997, 90.55561109999999 23.678166, 90.55977779999999 23.670916, 90.5599722 23.6705827, 90.56411109999999 23.6628333, 90.5671104 23.6604167, 90.56972159999999 23.6591111, 90.5709993 23.6583056, 90.57197159999998 23.6575, 90.5743327 23.6559722, 90.5745271 23.6559167, 90.57727709999999 23.6540556, 90.5774993 23.6539167, 90.5798882 23.6525278, 90.58263820000001 23.6508889, 90.5829993 23.6506944, 90.588083 23.6476108, 90.5899163 23.6449441, 90.5926941 23.6397497, 90.5927219 23.6396941, 90.5948052 23.6358608, 90.59486945268338 23.63581020050583, 90.59702740000002 23.6341108, 90.5976941 23.6335552, 90.59827740000002 23.6330549, 90.60422220000001 23.6262771, 90.60497220000001 23.6252216, 90.60552779999999 23.6242216, 90.6066944 23.6224993, 90.60797220000001 23.6204716, 90.60858329999999 23.6195271, 90.6096944 23.6173604, 90.61219440000001 23.6095556, 90.61247220000001 23.609, 90.61411717770646 23.60564476247184)",51049,27.10377443,,road,,0,,29053,15,N1,44159,21.993,0,,208510126,1,1,1.001863584,0.001258338,0.109126984,1.001920615,0,0.116210215,117,1.001473103,0.003893769,44938.45375,156320.4598,8204,0.052414472,1312.64,0,0,6.25,8204
51,,,22569,0,,5648,0,1.597,,"LINESTRING (89.5867497 22.8005833, 89.58973203816339 22.80280581244664, 89.5911108 22.8038333, 89.5959163 22.8034444, 89.59866629999999 22.8028056, 89.6027778 22.8015833, 89.6099167 22.7994997, 89.61911040000001 22.7964997, 89.61911040000001 22.7963886, 89.62155490000001 22.7957219, 89.62272159999999 22.7954719, 89.63022159999999 22.7941108, 89.632166 22.7941941, 89.6398052 22.7968886, 89.64127740000001 22.7987219, 89.65433330000001 22.793333, 89.6634722 22.791833, 89.6649444 22.7912774, 89.6728882 22.789083, 89.6818882 22.7864441, 89.69055520000001 22.7833049, 89.69574969999999 22.7814438, 89.70350000000001 22.7769438, 89.7083056 22.7754716, 89.7085833 22.7754716, 89.71271715973983 22.77155818896879)",49983,14.5798612,,road,,0,,15870,0,R771,4315,1.597,0,,564822569,1.000029251,1,1,1.39E-15,0,1.000132037,0,0.001850481,24,1,0,0,0,149,0.002711485,119.2,0,0,1.25,149
52,,,22569,0,,5296,0,103.018,,"LINESTRING (89.71271715973983 22.77155818896879, 89.7094444 22.7708882, 89.70961109999999 22.7707216, 89.70111109999999 22.7626389, 89.7006667 22.7613889, 89.69358299999999 22.7558333, 89.68691629999999 22.7525556, 89.68499969999999 22.7516389, 89.68438859999999 22.75125, 89.67747159999999 22.746583, 89.6677771 22.7439163, 89.6618611 22.7424997, 89.65263890000001 22.7400552, 89.64963859999999 22.7374441)",3215,7.880672709,,road,,0,,15487,0,N805,3135,103.018,0,,529622569,1.002861434,1.004028197,1.000998521,0.002222169,0.031746032,1.001928288,0,0.041450777,23,1.000372499,0.000693524,56043.73434,87421.55497,1209,0.012661656,483.6,0,0.071572159,2.5,1209
53,,,22569,0,,28987,0,30.36,,"LINESTRING (89.71271715973983 22.77155818896879, 89.71275 22.7715271, 89.71486109999999 22.7650278, 89.71619440000001 22.7605, 89.7164444 22.7595, 89.7164444 22.7514444, 89.71780490000002 22.7431386, 89.7209993 22.735083, 89.72802709999999 22.7288604, 89.73611080000001 22.7239438, 89.74408299999999 22.7234993, 89.7544444 22.7194716, 89.76008330000001 22.7142222, 89.7609444 22.7118611, 89.76288890000001 22.7103889, 89.76302779999999 22.7101111, 89.7645278 22.7035556, 89.76530560000001 22.7017222, 89.76236109999999 22.6988052, 89.75930560000001 22.6952219, 89.7614167 22.6907219, 89.7614444 22.6906663, 89.7639444 22.6902219, 89.7662778 22.6839163, 89.7654167 22.6755549, 89.76547764607597 22.67518916868721, 89.76552779999999 22.6748882, 89.76397220000001 22.6685549, 89.76349999999999 22.6665833, 89.76308330000001 22.666666, 89.76036398292683 22.66586185975609, 89.75833329999998 22.6652778)",4448,16.6001388,,road,,0,,15871,0,R771,4344,29.36,0,,2256928987,1.001820544,1.003018109,1,1.39E-15,0,0.996772223,0,0,28,1,0,0,0,149,0,119.2,0,0,1.25,149
54,,,22569,1,,5219,0,94.993,,"LINESTRING (89.8218327 22.9513889, 89.8173882 22.9462497, 89.81061109999999 22.9402774, 89.81038890000001 22.9389441, 89.80905559999999 22.9332216, 89.8083333 22.9305271, 89.80666670000001 22.9262771, 89.8039722 22.9228882, 89.80436109999999 22.9182216, 89.8035833 22.9158056, 89.80297220000001 22.91425, 89.8029167 22.9141111, 89.8015556 22.9124167, 89.7974163 22.9095, 89.79566629999999 22.9083889, 89.78730520000001 22.9038333, 89.7861108 22.9029444, 89.7845552 22.9015556, 89.78058270000001 22.8973052, 89.7764993 22.8926941, 89.7762771 22.8924997, 89.7744438 22.8903052, 89.7693882 22.8826938, 89.7679716 22.8806382, 89.7678604 22.8805271, 89.76411109999999 22.8751104, 89.76384922142857 22.87469577857143, 89.7637778 22.8745827, 89.76177779999999 22.8712493, 89.76175000000001 22.8712493, 89.75980559999999 22.866916, 89.7561111 22.8586667, 89.7554167 22.8566667, 89.7553333 22.8564167, 89.7543611 22.8498608, 89.7543611 22.849333, 89.75391670000001 22.8407497, 89.75272220000001 22.8317771, 89.7526111 22.8315549, 89.74747190000001 22.8248049, 89.74747190000001 22.8247771, 89.7474163 22.8244993, 89.74463859999999 22.8207216, 89.7446108 22.8206938, 89.74452740000001 22.8205827, 89.7444163 22.8204716, 89.74202740000001 22.8168882, 89.74128673333333 22.81589336666667, 89.7411386 22.8156944, 89.7381108 22.8087222, 89.7381386 22.8079722, 89.7381386 22.8080278, 89.736333 22.8022778, 89.7362219 22.8020278, 89.7359163 22.8014722, 89.73505520000001 22.7997774, 89.73369409999999 22.7979719, 89.72969379999999 22.792833, 89.7289993 22.7921941, 89.7289438 22.7921108, 89.7222493 22.7766382, 89.72008270000001 22.774166, 89.7197771 22.7738604, 89.7186938 22.7731104, 89.71433329999999 22.7718327, 89.71375000000001 22.7717216, 89.71297220000001 22.7716104, 89.71271715973983 22.77155818896879)",3199,23.94732729,,road,,0,,14461,0,N805,3071,94.993,0,,521922569,1.004725246,1.007070707,1.005117401,0.009383084,0.031746032,0.995752479,38,0.043301258,25,1.001648323,0.005063541,321586.5051,738429.7944,1209,0.015373141,483.6,0,0,2.5,1209
55,,,12295,0,,46072,0,6.48,,"LINESTRING (89.60788890000001 23.7540278, 89.6052778 23.7614167, 89.60461109999999 23.7626944, 89.6013056 23.7708604, 89.60047220000001 23.7727771, 89.59919410000001 23.7771104, 89.59702740000002 23.7798604, 89.5957219 23.7811382, 89.59352740000001 23.7866386, 89.588083 23.794083, 89.58763859999999 23.7948052, 89.57980490000001 23.7973608, 89.57579653091835 23.79730695348983)",25215,6.464861958,,road,,0,,22623,0,R711,25019,5.06,0,,1229546072,1.001226384,1.001004016,1,1.39E-15,0,0.999560464,0,0,39,1,0,0,0,1887,0,808.7142857,0,0,2.333333333,1887
56,,,12295,0,,12348,0,25.41,,"LINESTRING (89.60788890000001 23.7540278, 89.60225 23.755, 89.5921941 23.7546389, 89.5907497 23.7546389, 89.590583 23.7546389, 89.58241600000001 23.7548611, 89.5784993 23.75425, 89.5782493 23.7543333, 89.57294379999999 23.7526667, 89.56311109999999 23.7538889, 89.5595833 23.755, 89.55366670000001 23.756, 89.5510833 23.7558889, 89.54388859999999 23.7557778, 89.53605520000001 23.7565556, 89.5359163 23.7565833, 89.5343608 23.7568056, 89.52502709999999 23.7598333, 89.52074930000001 23.7597778, 89.5169993 23.7597222, 89.51527779999999 23.75975, 89.5055278 23.7601944, 89.5034167 23.7597778, 89.5008333 23.7589167, 89.5003056 23.7587222, 89.4968052 23.7572778, 89.49022190000001 23.7512778, 89.48258999895832 23.75084375052084, 89.4784993 23.7506111, 89.47436040000001 23.7516944, 89.46522220000001 23.7539444, 89.4650556 23.7541944, 89.45947220000001 23.7559167, 89.4593611 23.7558889, 89.4555278 23.7565556, 89.4473052 23.7606944, 89.4468608 23.7610833, 89.44102740000001 23.7674438, 89.4348608 23.7751104, 89.42908270000001 23.7779716, 89.426416 23.7783049, 89.41672159999999 23.7793049, 89.4075 23.7813327, 89.4049167 23.7818882, 89.4014722 23.782666, 89.39783299999999 23.7834997, 89.39355520000001 23.7844441, 89.3884441 23.7863886, 89.3797493 23.7899441, 89.3732771 23.7897497, 89.3699993 23.7901941, 89.3600556 23.7903608, 89.3506111 23.7912219, 89.35308329999999 23.7914441)",25060,28.595,,road,,0,,22527,0,R710,24950,25.41,0,,1229512348,1.001372614,1.00201005,1.003987629,0.00388531,0.043650794,0.995684379,0,0.097335307,76,1.001465165,0.003196212,166326.9882,414035.4188,559,0.02922021,194.4347826,0,0.755724474,2.875,559
57,,,12295,1,,12286,0,11.075,,"LINESTRING (89.6444997 23.7524722, 89.63797190000001 23.7491941, 89.6377497 23.7494719, 89.63644410000001 23.7495552, 89.6296938 23.7534444, 89.6244438 23.75525, 89.62022159999999 23.7559167, 89.61399999999999 23.7549722, 89.61158329999999 23.7545, 89.6080556 23.7540278, 89.60788890000001 23.7540278)",25102,4.115,,road,,0,,22502,0,R710,24895,14.162,0,,1228612295,1.004580534,1.004028197,1.003987629,0.00388531,0.043650794,0.994826563,37,0.097335307,42,1.001465165,0.003196212,166326.9882,414035.4188,559,0.02922021,194.4347826,0,0.003000582,2.875,559
58,,,6189,0,,22723,0,30.476,,"LINESTRING (90.56880490000002 23.78537470417042, 90.5688882 23.78538860000001, 90.5691104 23.78538860000001, 90.5705827 23.7856663, 90.57411040000001 23.7891108, 90.57427709999999 23.7892497, 90.57980490000001 23.7966941, 90.5808882 23.7977219, 90.5860552 23.8035833, 90.5869163 23.8044167, 90.59191629999999 23.8108333, 90.5946941 23.8141389, 90.59802740000001 23.8175827, 90.5982219 23.8177493, 90.59852740000001 23.8180549, 90.60413890000001 23.8240271, 90.6045 23.8246104, 90.6093056 23.829666, 90.611 23.8313049, 90.61394440000001 23.8342497, 90.61582641069521 23.83620332566845, 90.6176104 23.8380552, 90.62255490000001 23.8420274, 90.6249993 23.8439163, 90.62722159999998 23.8455274, 90.63158270000001 23.8498608, 90.63186040000001 23.8501944, 90.6386941 23.8552222, 90.6394997 23.8554444, 90.64916629999999 23.8554722, 90.65227779999999 23.8551389, 90.6585556 23.8548333, 90.65891670000001 23.8548056, 90.6635 23.8544722, 90.66730490000001 23.8539167, 90.6686938 23.8536111, 90.67266600000001 23.8587778, 90.66852709999999 23.8668882, 90.668166 23.8679993, 90.66674930000001 23.8757771, 90.66663890000001 23.8774438, 90.6665556 23.8818882, 90.6658056 23.8846108, 90.66552779999999 23.8853608, 90.6644167 23.8934163, 90.66677709999999 23.8936386, 90.66708270000001 23.8936663, 90.6717771 23.8943052, 90.67402709999999 23.8950274, 90.6740827 23.8950552, 90.68255490000001 23.8994163, 90.68513859999999 23.9048611, 90.6864719 23.9076667, 90.68755520000001 23.9099444)",45123,22.0629991,,road,,0,,30321,0,N2,45494,30.476,0,,618922723,1.013834008,1.022564103,1.001080738,0.004131512,0.035218254,1.009331642,0,0.043301258,138,1.001796348,0.001616908,65633.14882,207206.0088,2789,0.024793498,858.1538462,0,0.017523237,3.25,2789
